# Raw game results, one row per game, 1869-2025 (season,date,team1,score1,team2,score2).
# NOT wired into the Blue Blood Rating. Kept for a future head-to-head / margins feature.
# MAJOR-vs-MAJOR ONLY: no FBS-vs-FCS / small-college games, so it undercounts every
# program (pre-1936 is <50% covered). Do not use it to rebuild _staging_wins.csv.
# When wiring it up, add these name aliases: Southern Methodist->SMU,
# Alabama-Birmingham->UAB, North Carolina-Charlotte->Charlotte (plus strip " (ST)"
# state suffixes and map " St."->" State"). More pre-1936 data to come.
season,date,team1,score1,team2,score2
1957,1957-11-09,Pittsburgh (PA),6,West Virginia,7
1957,1957-11-09,Richmond (VA),13,George Washington (DC),6
1957,1957-11-09,San Jose St. (CA),6,Pacific (CA),21
1957,1957-11-09,Southern California,7,Stanford (CA),35
1957,1957-11-09,Southern Methodist (TX),6,Texas A&M,19
1957,1957-11-09,Texas Tech,0,Tulsa (OK),3
1957,1957-11-09,UCLA,19,Washington St.,13
1957,1957-11-09,Villanova (PA),7,Detroit (MI),16
1957,1957-11-09,Virginia Tech,10,Wake Forest (NC),3
1957,1957-11-09,William & Mary (VA),7,North Carolina St.,6
1957,1957-11-15,Maryland,16,Miami (FL),6
1957,1957-11-16,Air Force (CO),0,Utah,34
1957,1957-11-16,Alabama,7,Georgia Tech,10
1957,1957-11-16,Arizona,14,Texas-El Paso,51
1957,1957-11-16,Arkansas,22,Southern Methodist (TX),27
1957,1957-11-16,Army (NY),20,Tulane (LA),14
1957,1957-11-16,Auburn (AL),6,Georgia,0
1957,1957-11-16,Boston College (MA),19,Marquette (WI),14
1957,1957-11-16,Brown (RI),33,Harvard (MA),6
1957,1957-11-16,California,27,Washington,35
1957,1957-11-16,Cincinnati (OH),7,Tulsa (OK),12
1957,1957-11-16,Clemson (SC),6,Duke (NC),7
1957,1957-11-16,Colgate (NY),6,Syracuse (NY),34
1957,1957-11-16,Colorado,27,Nebraska,0
1957,1957-11-16,Columbia (NY),6,Pennsylvania,28
1957,1957-11-16,Cornell (NY),19,Dartmouth (NH),20
1957,1957-11-16,Florida,14,Vanderbilt (TN),7
1957,1957-11-16,Holy Cross (MA),10,Penn St.,14
1957,1957-11-16,Houston (TX),27,Wichita St. (KS),6
1957,1957-11-16,Idaho,13,Washington St.,21
1957,1957-11-16,Illinois,13,Wisconsin,24
1957,1957-11-16,Indiana,13,Michigan,27
1957,1957-11-16,Iowa,13,Ohio St.,17
1957,1957-11-16,Kansas St.,23,Missouri,21
1957,1957-11-16,Kansas,13,Oklahoma St.,7
1957,1957-11-16,Louisiana St.,6,Mississippi St.,14
1957,1957-11-16,Michigan St.,42,Minnesota,13
1957,1957-11-16,Mississippi,14,Tennessee,7
1957,1957-11-16,Montana,7,Colorado St.,19
1957,1957-11-16,Navy (MD),52,George Washington (DC),0
1957,1957-11-16,New Mexico,13,Wyoming,20
1957,1957-11-16,North Carolina St.,12,Virginia Tech,0
1957,1957-11-16,Northwestern (IL),0,Purdue (IN),27
1957,1957-11-16,Notre Dame (IN),7,Oklahoma,0
1957,1957-11-16,Oregon St.,24,Stanford (CA),14
1957,1957-11-16,Oregon,16,Southern California,7
1957,1957-11-16,Princeton (NJ),13,Yale (CT),20
1957,1957-11-16,Rice (TX),7,Texas A&M,6
1957,1957-11-16,South Carolina,13,Virginia,0
1957,1957-11-16,Texas,14,Texas Christian,2
1957,1957-11-16,UCLA,21,Pacific (CA),0
1957,1957-11-16,Utah St.,19,Denver (CO),21
1957,1957-11-16,Wake Forest (NC),14,West Virginia,27
1957,1957-11-16,William & Mary (VA),38,Rutgers (NJ),7
1957,1957-11-23,Air Force (CO),31,New Mexico,0
1957,1957-11-23,Arizona St.,41,Pacific (CA),0
1957,1957-11-23,Arizona,17,Marquette (WI),14
1957,1957-11-23,Arkansas,47,Texas Tech,26
1957,1957-11-23,Auburn (AL),29,Florida St.,7
1957,1957-11-23,Baylor (TX),7,Southern Methodist (TX),14
1957,1957-11-23,Brigham Young (UT),26,Colorado St.,9
1957,1957-11-23,Brown (RI),33,Colgate (NY),7
1957,1957-11-23,California,12,Stanford (CA),14
1957,1957-11-23,Clemson (SC),13,Wake Forest (NC),6
1957,1957-11-23,Colorado,38,Iowa St.,21
1957,1957-11-23,Columbia (NY),7,Rutgers (NJ),26
1957,1957-11-23,Dartmouth (NH),14,Princeton (NJ),34
1957,1957-11-23,Dayton (OH),20,Detroit (MI),10
1957,1957-11-23,Duke (NC),13,North Carolina,21
1957,1957-11-23,Florida,0,Georgia Tech,0
1957,1957-11-23,Harvard (MA),0,Yale (CT),54
1957,1957-11-23,Houston (TX),13,Tulsa (OK),7
1957,1957-11-23,Illinois,27,Northwestern (IL),0
1957,1957-11-23,Indiana,13,Purdue (IN),35
1957,1957-11-23,Iowa,21,Notre Dame (IN),13
1957,1957-11-23,Kansas St.,9,Michigan St.,27
1957,1957-11-23,Kansas,9,Missouri,7
1957,1957-11-23,Kentucky,20,Tennessee,6
1957,1957-11-23,Maryland,12,Virginia,0
1957,1957-11-23,Michigan,14,Ohio St.,31
1957,1957-11-23,Minnesota,6,Wisconsin,14
1957,1957-11-23,Nebraska,7,Oklahoma,32
1957,1957-11-23,North Carolina St.,29,South Carolina,26
1957,1957-11-23,Oregon,7,Oregon St.,10
1957,1957-11-23,Penn St.,13,Pittsburgh (PA),14
1957,1957-11-23,Rice (TX),20,Texas Christian,0
1957,1957-11-23,Southern California,9,UCLA,20
1957,1957-11-23,Syracuse (NY),0,West Virginia,7
1957,1957-11-23,Villanova (PA),24,Wichita St. (KS),6
1957,1957-11-23,Washington,7,Washington St.,27
1957,1957-11-28,Cornell (NY),6,Pennsylvania,14
1957,1957-11-28,Richmond (VA),12,William & Mary (VA),7
1957,1957-11-28,Texas,9,Texas A&M,7
1957,1957-11-28,Utah,21,Utah St.,6
1957,1957-11-28,Virginia Military Institute,14,Virginia Tech,6
1957,1957-11-28,Wyoming,13,Denver (CO),14
1957,1957-11-30,Air Force (CO),7,Colorado St.,20
1957,1957-11-30,Alabama,0,Auburn (AL),40
1957,1957-11-30,Arizona,7,Arizona St.,47
1957,1957-11-30,Army (NY),0,Navy (MD),14
1957,1957-11-30,Baylor (TX),0,Rice (TX),20
1957,1957-11-30,Brigham Young (UT),14,New Mexico,12
1957,1957-11-30,Florida,14,Miami (FL),0
1957,1957-11-30,Furman (SC),6,Clemson (SC),45
1957,1957-11-30,Georgia,7,Georgia Tech,0
1957,1957-11-30,Holy Cross (MA),14,Boston College (MA),0
1957,1957-11-30,Louisiana St.,25,Tulane (LA),6
1957,1957-11-30,Mississippi,7,Mississippi St.,7
1957,1957-11-30,North Carolina,13,Virginia,20
1957,1957-11-30,Notre Dame (IN),40,Southern California,12
1957,1957-11-30,Oklahoma,53,Oklahoma St.,6
1957,1957-11-30,South Carolina,26,Wake Forest (NC),7
1957,1957-11-30,Southern Methodist (TX),0,Texas Christian,21
1957,1957-11-30,Tennessee,20,Vanderbilt (TN),6
1957,1957-11-30,Tulsa (OK),24,Wichita St. (KS),0
1957,1957-12-07,Miami (FL),28,Pittsburgh (PA),13
1957,1957-12-07,Notre Dame (IN),54,Southern Methodist (TX),21
1957,1957-12-28,Tennessee,3,Texas A&M,0
1957,1958-01-01,Duke (NC),21,Oklahoma,48
1957,1958-01-01,Mississippi,39,Texas,7
1957,1958-01-01,Navy (MD),20,Rice (TX),7
1957,1958-01-01,Ohio St.,10,Oregon,7
1958,1958-09-19,Detroit (MI),21,George Washington (DC),6
1958,1958-09-19,Oregon St.,0,Southern California,21
1958,1958-09-20,Arizona,7,Utah St.,6
1958,1958-09-20,Arkansas,0,Baylor (TX),12
1958,1958-09-20,California,20,Pacific (CA),24
1958,1958-09-20,Clemson (SC),20,Virginia,15
1958,1958-09-20,Dayton (OH),0,Cincinnati (OH),14
1958,1958-09-20,Drake (IA),0,Iowa St.,33
1958,1958-09-20,Duke (NC),0,South Carolina,8
1958,1958-09-20,Florida,34,Tulane (LA),14
1958,1958-09-20,Georgia Tech,0,Kentucky,13
1958,1958-09-20,Georgia,8,Texas,13
1958,1958-09-20,Idaho,0,Oregon,27
1958,1958-09-20,Kansas St.,17,Wyoming,14
1958,1958-09-20,Kansas,0,Texas Christian,42
1958,1958-09-20,Louisiana St.,26,Rice (TX),6
1958,1958-09-20,Maryland,0,Wake Forest (NC),34
1958,1958-09-20,Missouri,8,Vanderbilt (TN),12
1958,1958-09-20,Montana,6,Utah,20
1958,1958-09-20,Nebraska,14,Penn St.,7
1958,1958-09-20,North Carolina,14,North Carolina St.,21
1958,1958-09-20,North Texas,26,Texas-El Paso,8
1958,1958-09-20,Oklahoma St.,31,Denver (CO),14
1958,1958-09-20,Pittsburgh (PA),27,UCLA,6
1958,1958-09-20,Richmond (VA),22,West Virginia,66
1958,1958-09-20,San Jose St. (CA),6,Washington,14
1958,1958-09-20,Stanford (CA),6,Washington St.,40
1958,1958-09-20,Texas A&M,14,Texas Tech,15
1958,1958-09-20,West Texas A&M,12,Virginia Tech,28
1958,1958-09-26,Air Force (CO),37,Detroit (MI),6
1958,1958-09-26,Florida St.,3,Georgia Tech,17
1958,1958-09-26,Miami (FL),0,Wisconsin,20
1958,1958-09-26,Texas,21,Tulane (LA),20
1958,1958-09-26,Utah St.,8,Denver (CO),20
1958,1958-09-27,Alabama,3,Louisiana St.,13
1958,1958-09-27,Arizona St.,16,Pacific (CA),34
1958,1958-09-27,Arizona,0,Iowa St.,14
1958,1958-09-27,Arkansas,14,Tulsa (OK),27
1958,1958-09-27,Army (NY),45,South Carolina,8
1958,1958-09-27,Auburn (AL),13,Tennessee,0
1958,1958-09-27,Boston College (MA),14,Syracuse (NY),24
1958,1958-09-27,Brigham Young (UT),14,Utah,7
1958,1958-09-27,Brown (RI),22,Columbia (NY),0
1958,1958-09-27,California,12,Michigan St.,32
1958,1958-09-27,Cincinnati (OH),16,Wichita St. (KS),16
1958,1958-09-27,Clemson (SC),26,North Carolina,21
1958,1958-09-27,Colgate (NY),0,Cornell (NY),13
1958,1958-09-27,Colorado,13,Kansas St.,3
1958,1958-09-27,Dayton (OH),13,Richmond (VA),12
1958,1958-09-27,Drake (IA),0,Colorado St.,21
1958,1958-09-27,Duke (NC),12,Virginia,15
1958,1958-09-27,Florida,7,Mississippi St.,14
1958,1958-09-27,Georgia,14,Vanderbilt (TN),21
1958,1958-09-27,Holy Cross (MA),0,Pittsburgh (PA),17
1958,1958-09-27,Houston (TX),39,Texas A&M,7
1958,1958-09-27,Idaho,10,Missouri,14
1958,1958-09-27,Illinois,14,UCLA,18
1958,1958-09-27,Indiana,0,Notre Dame (IN),18
1958,1958-09-27,Iowa,17,Texas Christian,0
1958,1958-09-27,Kansas,0,Oregon St.,12
1958,1958-09-27,Kentucky,6,Mississippi,27
1958,1958-09-27,Maryland,21,North Carolina St.,6
1958,1958-09-27,Michigan,20,Southern California,19
1958,1958-09-27,Minnesota,21,Washington,24
1958,1958-09-27,Montana,14,Wyoming,21
1958,1958-09-27,Nebraska,0,Purdue (IN),28
1958,1958-09-27,New Mexico,6,Texas-El Paso,15
1958,1958-09-27,North Texas,14,Oklahoma St.,21
1958,1958-09-27,Northwestern (IL),29,Washington St.,28
1958,1958-09-27,Ohio St.,23,Southern Methodist (TX),20
1958,1958-09-27,Oklahoma,47,West Virginia,14
1958,1958-09-27,Pennsylvania,0,Penn St.,43
1958,1958-09-27,Princeton (NJ),0,Rutgers (NJ),28
1958,1958-09-27,Rice (TX),30,Stanford (CA),7
1958,1958-09-27,Villanova (PA),6,Virginia Military Institute,33
1958,1958-09-27,Virginia Tech,6,Wake Forest (NC),13
1958,1958-09-27,West Texas A&M,7,Texas Tech,32
1958,1958-09-27,William & Mary (VA),0,Navy (MD),14
1958,1958-10-03,North Carolina,8,Southern California,7
1958,1958-10-03,Richmond (VA),26,George Washington (DC),6
1958,1958-10-04,Air Force (CO),13,Iowa,13
1958,1958-10-04,Alabama,0,Vanderbilt (TN),0
1958,1958-10-04,Arizona,0,Tulsa (OK),34
1958,1958-10-04,Arkansas,7,Texas Christian,12
1958,1958-10-04,Army (NY),26,Penn St.,0
1958,1958-10-04,Baylor (TX),8,Miami (FL),14
1958,1958-10-04,Brigham Young (UT),6,Colorado St.,32
1958,1958-10-04,Brown (RI),35,Yale (CT),29
1958,1958-10-04,California,34,Washington St.,14
1958,1958-10-04,Cincinnati (OH),13,Houston (TX),34
1958,1958-10-04,Clemson (SC),8,Maryland,0
1958,1958-10-04,Colgate (NY),7,Rutgers (NJ),21
1958,1958-10-04,Colorado,31,Kansas,0
1958,1958-10-04,Columbia (NY),8,Princeton (NJ),43
1958,1958-10-04,Cornell (NY),21,Harvard (MA),14
1958,1958-10-04,Dartmouth (NH),13,Pennsylvania,12
1958,1958-10-04,Duke (NC),15,Illinois,13
1958,1958-10-04,Florida St.,27,Wake Forest (NC),24
1958,1958-10-04,Georgia Tech,14,Tulane (LA),0
1958,1958-10-04,Georgia,14,South Carolina,24
1958,1958-10-04,Holy Cross (MA),14,Syracuse (NY),13
1958,1958-10-04,Idaho,20,Utah,0
1958,1958-10-04,Indiana,13,West Virginia,12
1958,1958-10-04,Iowa St.,6,Nebraska,7
1958,1958-10-04,Kansas St.,13,Utah St.,20
1958,1958-10-04,Michigan,12,Michigan St.,12
1958,1958-10-04,Minnesota,7,Pittsburgh (PA),13
1958,1958-10-04,Mississippi St.,8,Tennessee,13
1958,1958-10-04,Missouri,0,Texas A&M,12
1958,1958-10-04,Montana,16,New Mexico,44
1958,1958-10-04,Navy (MD),28,Boston (MA),14
1958,1958-10-04,North Carolina St.,26,Virginia,14
1958,1958-10-04,Northwestern (IL),28,Stanford (CA),0
1958,1958-10-04,Notre Dame (IN),14,Southern Methodist (TX),6
1958,1958-10-04,Ohio St.,12,Washington,7
1958,1958-10-04,Oklahoma St.,43,Wichita St. (KS),12
1958,1958-10-04,Oklahoma,6,Oregon,0
1958,1958-10-04,Oregon St.,14,UCLA,0
1958,1958-10-04,Purdue (IN),24,Rice (TX),0
1958,1958-10-04,Richmond (VA),6,Virginia Military Institute,12
1958,1958-10-04,Texas,12,Texas Tech,7
1958,1958-10-04,Villanova (PA),21,Boston College (MA),19
1958,1958-10-04,West Texas A&M,13,Arizona St.,16
1958,1958-10-04,William & Mary (VA),15,Virginia Tech,27
1958,1958-10-04,Wisconsin,50,Marquette (WI),0
1958,1958-10-04,Wyoming,15,Denver (CO),12
1958,1958-10-10,Florida,21,UCLA,14
1958,1958-10-10,Louisiana St.,41,Miami (FL),0
1958,1958-10-10,Montana,0,Denver (CO),29
1958,1958-10-11,Air Force (CO),36,Colorado St.,6
1958,1958-10-11,Arizona,12,Colorado,65
1958,1958-10-11,Arkansas,0,Rice (TX),24
1958,1958-10-11,Army (NY),14,Notre Dame (IN),2
1958,1958-10-11,Auburn (AL),8,Kentucky,0
1958,1958-10-11,Baylor (TX),7,Duke (NC),12
1958,1958-10-11,Brigham Young (UT),8,Pacific (CA),26
1958,1958-10-11,Brown (RI),0,Dartmouth (NH),20
1958,1958-10-11,California,36,Utah,21
1958,1958-10-11,Clemson (SC),12,Vanderbilt (TN),7
1958,1958-10-11,Columbia (NY),13,Yale (CT),0
1958,1958-10-11,Cornell (NY),0,Syracuse (NY),55
1958,1958-10-11,Drake (IA),0,North Texas,42
1958,1958-10-11,Florida St.,13,Georgia,28
1958,1958-10-11,Georgia Tech,21,Tennessee,7
1958,1958-10-11,Houston (TX),44,Wichita St. (KS),0
1958,1958-10-11,Idaho,0,Washington St.,8
1958,1958-10-11,Illinois,13,Ohio St.,19
1958,1958-10-11,Indiana,13,Iowa,34
1958,1958-10-11,Iowa St.,0,Kansas,7
1958,1958-10-11,Kansas St.,23,Nebraska,6
1958,1958-10-11,Maryland,10,Texas A&M,14
1958,1958-10-11,Michigan St.,22,Pittsburgh (PA),8
1958,1958-10-11,Michigan,14,Navy (MD),20
1958,1958-10-11,Minnesota,3,Northwestern (IL),7
1958,1958-10-11,Mississippi,19,Tulane (LA),8
1958,1958-10-11,Missouri,19,Southern Methodist (TX),32
1958,1958-10-11,New Mexico,34,Utah St.,14
1958,1958-10-11,North Carolina St.,7,Wake Forest (NC),13
1958,1958-10-11,North Carolina,6,South Carolina,0
1958,1958-10-11,Oklahoma St.,16,Tulsa (OK),24
1958,1958-10-11,Oklahoma,14,Texas,15
1958,1958-10-11,Oregon St.,0,Wyoming,28
1958,1958-10-11,Oregon,25,Southern California,0
1958,1958-10-11,Penn St.,40,Marquette (WI),8
1958,1958-10-11,Pennsylvania,14,Princeton (NJ),20
1958,1958-10-11,Purdue (IN),6,Wisconsin,31
1958,1958-10-11,Richmond (VA),12,Rutgers (NJ),23
1958,1958-10-11,Stanford (CA),22,Washington,12
1958,1958-10-11,Texas Christian,26,Texas Tech,0
1958,1958-10-11,Villanova (PA),7,Detroit (MI),0
1958,1958-10-11,Virginia Military Institute,6,William & Mary (VA),6
1958,1958-10-11,Virginia,13,Virginia Tech,22
1958,1958-10-11,West Texas A&M,12,Texas-El Paso,29
1958,1958-10-11,West Virginia,30,Boston (MA),36
1958,1958-10-17,Penn St.,34,Boston (MA),0
1958,1958-10-17,William & Mary (VA),0,George Washington (DC),7
1958,1958-10-18,Air Force (CO),16,Stanford (CA),0
1958,1958-10-18,Alabama,7,Tennessee,14
1958,1958-10-18,Arizona St.,20,San Jose St. (CA),21
1958,1958-10-18,Arizona,13,New Mexico,33
1958,1958-10-18,Arkansas,6,Texas,24
1958,1958-10-18,Army (NY),35,Virginia,6
1958,1958-10-18,Auburn (AL),7,Georgia Tech,7
1958,1958-10-18,Baylor (TX),26,Texas Tech,7
1958,1958-10-18,Boston College (MA),21,Marquette (WI),13
1958,1958-10-18,Brigham Young (UT),6,North Texas,12
1958,1958-10-18,Brown (RI),20,Pennsylvania,21
1958,1958-10-18,California,14,Southern California,12
1958,1958-10-18,Cincinnati (OH),12,Pacific (CA),6
1958,1958-10-18,Colgate (NY),13,Princeton (NJ),40
1958,1958-10-18,Colorado St.,6,Wyoming,7
1958,1958-10-18,Colorado,20,Iowa St.,0
1958,1958-10-18,Columbia (NY),0,Harvard (MA),26
1958,1958-10-18,Cornell (NY),12,Yale (CT),7
1958,1958-10-18,Dartmouth (NH),8,Holy Cross (MA),14
1958,1958-10-18,Drake (IA),0,Tulsa (OK),59
1958,1958-10-18,Duke (NC),7,Notre Dame (IN),9
1958,1958-10-18,Florida St.,28,Virginia Tech,0
1958,1958-10-18,Florida,6,Vanderbilt (TN),6
1958,1958-10-18,Houston (TX),0,Oklahoma St.,7
1958,1958-10-18,Idaho,6,Oregon St.,20
1958,1958-10-18,Illinois,20,Minnesota,8
1958,1958-10-18,Indiana,8,Ohio St.,49
1958,1958-10-18,Iowa,20,Wisconsin,9
1958,1958-10-18,Kansas St.,8,Missouri,32
1958,1958-10-18,Kansas,0,Oklahoma,43
1958,1958-10-18,Kentucky,7,Louisiana St.,32
1958,1958-10-18,Maryland,0,North Carolina,27
1958,1958-10-18,Michigan St.,6,Purdue (IN),14
1958,1958-10-18,Michigan,24,Northwestern (IL),55
1958,1958-10-18,Montana,14,Utah St.,27
1958,1958-10-18,Navy (MD),6,Tulane (LA),14
1958,1958-10-18,Nebraska,0,Syracuse (NY),38
1958,1958-10-18,Oregon,0,Washington St.,6
1958,1958-10-18,Pittsburgh (PA),15,West Virginia,8
1958,1958-10-18,Rice (TX),13,Southern Methodist (TX),7
1958,1958-10-18,Texas A&M,8,Texas Christian,24
1958,1958-10-18,UCLA,20,Washington,0
1958,1958-10-18,Utah,20,Denver (CO),16
1958,1958-10-18,Villanova (PA),9,Wake Forest (NC),7
1958,1958-10-18,William & Mary (VA),13,North Carolina St.,6
1958,1958-10-23,Clemson (SC),6,South Carolina,26
1958,1958-10-25,Air Force (CO),16,Utah,14
1958,1958-10-25,Alabama,9,Mississippi St.,7
1958,1958-10-25,Arizona St.,27,Detroit (MI),6
1958,1958-10-25,Arizona,16,Idaho,24
1958,1958-10-25,Arkansas,12,Mississippi,14
1958,1958-10-25,Army (NY),14,Pittsburgh (PA),14
1958,1958-10-25,Auburn (AL),20,Maryland,7
1958,1958-10-25,Baylor (TX),27,Texas A&M,33
1958,1958-10-25,Boston College (MA),6,Miami (FL),2
1958,1958-10-25,California,23,Oregon,6
1958,1958-10-25,Cincinnati (OH),14,Oklahoma St.,19
1958,1958-10-25,Colgate (NY),7,Yale (CT),14
1958,1958-10-25,Colorado St.,0,Utah St.,15
1958,1958-10-25,Colorado,27,Nebraska,16
1958,1958-10-25,Cornell (NY),34,Princeton (NJ),8
1958,1958-10-25,Dartmouth (NH),8,Harvard (MA),16
1958,1958-10-25,Duke (NC),20,North Carolina St.,13
1958,1958-10-25,Florida St.,10,Tennessee,0
1958,1958-10-25,Florida,7,Louisiana St.,10
1958,1958-10-25,Georgia Tech,0,Southern Methodist (TX),20
1958,1958-10-25,Georgia,28,Kentucky,0
1958,1958-10-25,Holy Cross (MA),16,Boston (MA),8
1958,1958-10-25,Illinois,16,Michigan St.,0
1958,1958-10-25,Iowa St.,6,Missouri,14
1958,1958-10-25,Iowa,26,Northwestern (IL),20
1958,1958-10-25,Kansas St.,6,Oklahoma,40
1958,1958-10-25,Kansas,14,Tulane (LA),9
1958,1958-10-25,Marquette (WI),27,Pacific (CA),18
1958,1958-10-25,Michigan,20,Minnesota,19
1958,1958-10-25,Montana,12,Brigham Young (UT),41
1958,1958-10-25,New Mexico,13,Wyoming,12
1958,1958-10-25,North Carolina,26,Wake Forest (NC),7
1958,1958-10-25,North Texas,8,Tulsa (OK),7
1958,1958-10-25,Notre Dame (IN),22,Purdue (IN),29
1958,1958-10-25,Ohio St.,7,Wisconsin,7
1958,1958-10-25,Oregon St.,14,Washington,12
1958,1958-10-25,Penn St.,6,Syracuse (NY),14
1958,1958-10-25,Pennsylvania,8,Navy (MD),50
1958,1958-10-25,Rice (TX),34,Texas,7
1958,1958-10-25,Richmond (VA),6,Villanova (PA),13
1958,1958-10-25,San Jose St. (CA),27,Denver (CO),7
1958,1958-10-25,Southern California,14,Washington St.,6
1958,1958-10-25,Stanford (CA),21,UCLA,19
1958,1958-10-25,Vanderbilt (TN),39,Virginia,6
1958,1958-10-25,Virginia Tech,20,West Virginia,21
1958,1958-10-31,Miami (FL),15,Vanderbilt (TN),28
1958,1958-10-31,New Mexico,21,Denver (CO),15
1958,1958-10-31,Texas Tech,0,Tulane (LA),27
1958,1958-11-01,Air Force (CO),33,Oklahoma St.,29
1958,1958-11-01,Alabama,12,Georgia,0
1958,1958-11-01,Arkansas,21,Texas A&M,8
1958,1958-11-01,Auburn (AL),6,Florida,5
1958,1958-11-01,Baylor (TX),0,Texas Christian,22
1958,1958-11-01,Boston College (MA),25,Pacific (CA),12
1958,1958-11-01,Brigham Young (UT),13,Utah St.,6
1958,1958-11-01,Brown (RI),18,Princeton (NJ),28
1958,1958-11-01,California,8,Oregon St.,14
1958,1958-11-01,Cincinnati (OH),8,North Texas,8
1958,1958-11-01,Clemson (SC),14,Wake Forest (NC),12
1958,1958-11-01,Colgate (NY),6,Army (NY),68
1958,1958-11-01,Colorado,7,Oklahoma,23
1958,1958-11-01,Columbia (NY),0,Cornell (NY),25
1958,1958-11-01,Dartmouth (NH),22,Yale (CT),14
1958,1958-11-01,Dayton (OH),0,Holy Cross (MA),26
1958,1958-11-01,Detroit (MI),14,Marquette (WI),14
1958,1958-11-01,Duke (NC),8,Georgia Tech,10
1958,1958-11-01,Harvard (MA),6,Pennsylvania,19
1958,1958-11-01,Houston (TX),20,Tulsa (OK),25
1958,1958-11-01,Idaho,6,San Jose St. (CA),41
1958,1958-11-01,Illinois,8,Purdue (IN),31
1958,1958-11-01,Indiana,6,Minnesota,0
1958,1958-11-01,Iowa,37,Michigan,14
1958,1958-11-01,Kansas,21,Kansas St.,12
1958,1958-11-01,Kentucky,33,Mississippi St.,12
1958,1958-11-01,Louisiana St.,14,Mississippi,0
1958,1958-11-01,Maryland,10,South Carolina,6
1958,1958-11-01,Michigan St.,7,Wisconsin,9
1958,1958-11-01,Missouri,31,Nebraska,0
1958,1958-11-01,Montana,7,Colorado St.,57
1958,1958-11-01,Navy (MD),20,Notre Dame (IN),40
1958,1958-11-01,North Carolina St.,14,Virginia Tech,14
1958,1958-11-01,North Carolina,21,Tennessee,7
1958,1958-11-01,Northwestern (IL),21,Ohio St.,0
1958,1958-11-01,Oregon,0,Washington,6
1958,1958-11-01,Pittsburgh (PA),13,Syracuse (NY),16
1958,1958-11-01,Southern California,29,Stanford (CA),6
1958,1958-11-01,Southern Methodist (TX),26,Texas,10
1958,1958-11-01,UCLA,20,Washington St.,38
1958,1958-11-01,Utah,20,Wyoming,25
1958,1958-11-01,Villanova (PA),6,Wichita St. (KS),21
1958,1958-11-01,Virginia Military Institute,33,Virginia,0
1958,1958-11-01,West Texas A&M,8,Arizona,15
1958,1958-11-01,West Virginia,35,George Washington (DC),12
1958,1958-11-01,William & Mary (VA),7,Boston (MA),33
1958,1958-11-07,Florida St.,17,Miami (FL),6
1958,1958-11-07,Syracuse (NY),42,Boston (MA),0
1958,1958-11-08,Air Force (CO),10,Denver (CO),7
1958,1958-11-08,Alabama,7,Tulane (LA),13
1958,1958-11-08,Arizona St.,27,Texas-El Paso,0
1958,1958-11-08,Arizona,6,Texas Tech,33
1958,1958-11-08,Army (NY),14,Rice (TX),7
1958,1958-11-08,Auburn (AL),33,Mississippi St.,14
1958,1958-11-08,Baylor (TX),15,Texas,20
1958,1958-11-08,Boston College (MA),40,Detroit (MI),0
1958,1958-11-08,Brigham Young (UT),36,New Mexico,19
1958,1958-11-08,Brown (RI),12,Cornell (NY),8
1958,1958-11-08,California,20,UCLA,17
1958,1958-11-08,Cincinnati (OH),15,Tulsa (OK),6
1958,1958-11-08,Clemson (SC),0,Georgia Tech,13
1958,1958-11-08,Colgate (NY),0,Holy Cross (MA),20
1958,1958-11-08,Colorado St.,20,Utah,0
1958,1958-11-08,Colorado,9,Missouri,33
1958,1958-11-08,Columbia (NY),0,Dartmouth (NH),38
1958,1958-11-08,Dayton (OH),6,Villanova (PA),9
1958,1958-11-08,Duke (NC),18,Louisiana St.,50
1958,1958-11-08,Florida,7,Georgia,6
1958,1958-11-08,Harvard (MA),14,Princeton (NJ),16
1958,1958-11-08,Houston (TX),7,Mississippi,56
1958,1958-11-08,Illinois,21,Michigan,8
1958,1958-11-08,Indiana,6,Michigan St.,0
1958,1958-11-08,Iowa St.,0,Oklahoma,20
1958,1958-11-08,Iowa,28,Minnesota,6
1958,1958-11-08,Kansas St.,7,Oklahoma St.,14
1958,1958-11-08,Kansas,29,Nebraska,7
1958,1958-11-08,Kentucky,0,Vanderbilt (TN),0
1958,1958-11-08,Maryland,14,Navy (MD),40
1958,1958-11-08,Montana,6,Idaho,14
1958,1958-11-08,North Carolina,42,Virginia,0
1958,1958-11-08,North Texas,13,Wichita St. (KS),15
1958,1958-11-08,Northwestern (IL),13,Wisconsin,17
1958,1958-11-08,Notre Dame (IN),26,Pittsburgh (PA),29
1958,1958-11-08,Ohio St.,14,Purdue (IN),14
1958,1958-11-08,Oregon St.,0,Washington St.,7
1958,1958-11-08,Oregon,12,Stanford (CA),0
1958,1958-11-08,Penn St.,14,West Virginia,14
1958,1958-11-08,Pennsylvania,30,Yale (CT),6
1958,1958-11-08,Richmond (VA),23,Virginia Tech,27
1958,1958-11-08,San Jose St. (CA),13,Pacific (CA),26
1958,1958-11-08,Southern California,21,Washington,6
1958,1958-11-08,Southern Methodist (TX),33,Texas A&M,0
1958,1958-11-08,Texas Christian,36,Marquette (WI),8
1958,1958-11-08,Utah St.,13,Wyoming,41
1958,1958-11-14,Maryland,26,Miami (FL),14
1958,1958-11-15,Air Force (CO),21,Wyoming,6
