school,season,wins,losses,ties,source
Delaware Valley,2019,0,0,0,cfbd
Delaware Valley,2020,0,0,0,cfbd
Delaware Valley,2021,0,0,0,cfbd
Delaware Valley,2022,12,1,0,cfbd
Delaware Valley,2023,9,2,0,cfbd
Delaware Valley,2024,8,2,0,cfbd
Delaware Valley,2025,8,3,0,cfbd
Delaware Valley,2026,0,0,0,cfbd
Delta State,2014,0,0,0,cfbd
Delta State,2015,0,0,0,cfbd
Delta State,2016,0,0,0,cfbd
Delta State,2017,0,0,0,cfbd
Delta State,2018,0,0,0,cfbd
Delta State,2019,0,0,0,cfbd
Delta State,2020,0,0,0,cfbd
Delta State,2021,5,6,0,cfbd
Delta State,2022,11,2,0,cfbd
Delta State,2023,10,2,0,cfbd
Delta State,2024,6,4,1,cfbd
Delta State,2025,7,3,0,cfbd
Delta State,2026,0,0,0,cfbd
Denison,2014,0,0,0,cfbd
Denison,2015,0,0,0,cfbd
Denison,2016,0,0,0,cfbd
Denison,2017,0,0,0,cfbd
Denison,2018,0,0,0,cfbd
Denison,2019,0,0,0,cfbd
Denison,2020,1,0,0,cfbd
Denison,2021,0,0,0,cfbd
Denison,2022,8,2,0,cfbd
Denison,2023,7,3,0,cfbd
Denison,2024,6,4,0,cfbd
Denison,2025,6,4,0,cfbd
Denison,2026,0,0,0,cfbd
Denver,1936,7,1,1,cfbd
Denver,1937,6,3,0,cfbd
Denver,1938,4,4,1,cfbd
Denver,1939,5,3,1,cfbd
Denver,1940,6,2,1,cfbd
Denver,1941,4,3,2,cfbd
Denver,1942,6,3,1,cfbd
Denver,1943,2,5,0,cfbd
Denver,1944,4,3,2,cfbd
Denver,1945,4,5,1,cfbd
Denver,1946,5,5,1,cfbd
Denver,1947,5,4,1,cfbd
Denver,1948,4,5,1,cfbd
Denver,1949,4,6,0,cfbd
Denver,1950,3,8,1,cfbd
Denver,1951,6,4,0,cfbd
Denver,1952,3,7,0,cfbd
Denver,1953,3,5,2,cfbd
Denver,1954,9,1,0,cfbd
Denver,1955,8,2,0,cfbd
Denver,1956,6,4,0,cfbd
Denver,1957,6,4,0,cfbd
Denver,1958,2,8,0,cfbd
Denver,1959,2,8,0,cfbd
Denver,1960,3,7,0,cfbd
DePauw,2014,0,0,0,cfbd
DePauw,2015,0,0,0,cfbd
DePauw,2016,0,0,0,cfbd
DePauw,2017,0,0,0,cfbd
DePauw,2018,0,0,0,cfbd
DePauw,2019,0,0,0,cfbd
DePauw,2020,2,0,0,cfbd
DePauw,2021,0,1,0,cfbd
DePauw,2022,9,2,0,cfbd
DePauw,2023,10,1,0,cfbd
DePauw,2024,11,1,0,cfbd
DePauw,2025,10,2,0,cfbd
DePauw,2026,0,0,0,cfbd
Detroit Mercy,1936,7,3,0,cfbd
Detroit Mercy,1937,7,3,0,cfbd
Detroit Mercy,1938,6,4,0,cfbd
Detroit Mercy,1939,5,3,1,cfbd
Detroit Mercy,1940,7,2,0,cfbd
Detroit Mercy,1941,7,2,0,cfbd
Detroit Mercy,1942,5,4,0,cfbd
Detroit Mercy,1945,6,3,0,cfbd
Detroit Mercy,1946,6,4,0,cfbd
Detroit Mercy,1947,6,4,0,cfbd
Detroit Mercy,1948,6,3,0,cfbd
Detroit Mercy,1949,5,4,0,cfbd
Detroit Mercy,1950,6,3,1,cfbd
Detroit Mercy,1951,4,7,0,cfbd
Detroit Mercy,1952,3,6,0,cfbd
Detroit Mercy,1953,6,4,0,cfbd
Detroit Mercy,1954,2,7,0,cfbd
Detroit Mercy,1955,5,3,1,cfbd
Detroit Mercy,1956,2,8,0,cfbd
Detroit Mercy,1957,6,3,0,cfbd
Detroit Mercy,1958,4,4,1,cfbd
Detroit Mercy,1959,6,4,0,cfbd
Detroit Mercy,1960,7,2,0,cfbd
Detroit Mercy,1961,5,4,0,cfbd
Detroit Mercy,1962,1,8,0,cfbd
Detroit Mercy,1963,2,6,1,cfbd
Detroit Mercy,1964,3,7,0,cfbd
Dickinson,2014,0,0,0,cfbd
Dickinson,2015,0,0,0,cfbd
Dickinson,2016,0,0,0,cfbd
Dickinson,2017,0,0,0,cfbd
Dickinson,2018,0,0,0,cfbd
Dickinson,2019,0,0,0,cfbd
Dickinson,2020,0,0,0,cfbd
Dickinson,2021,0,0,0,cfbd
Dickinson,2022,3,7,0,cfbd
Dickinson,2023,6,4,0,cfbd
Dickinson,2024,5,5,0,cfbd
Dickinson,2025,5,6,0,cfbd
Dickinson,2026,0,0,0,cfbd
Drake,1936,6,4,0,cfbd
Drake,1937,8,2,0,cfbd
Drake,1938,5,4,1,cfbd
Drake,1939,5,5,0,cfbd
Drake,1940,4,5,0,cfbd
Drake,1941,4,5,1,cfbd
Drake,1942,3,7,0,cfbd
Drake,1943,0,1,0,cfbd
Drake,1944,7,2,0,cfbd
Drake,1945,5,4,1,cfbd
Drake,1946,2,6,1,cfbd
Drake,1947,1,7,1,cfbd
Drake,1948,7,3,0,cfbd
Drake,1949,6,2,1,cfbd
Drake,1950,6,2,1,cfbd
Drake,1951,7,2,0,cfbd
Drake,1952,2,7,0,cfbd
Drake,1953,4,4,0,cfbd
Drake,1954,2,7,0,cfbd
Drake,1955,4,4,0,cfbd
Drake,1956,3,6,0,cfbd
Drake,1957,7,2,0,cfbd
Drake,1958,2,7,0,cfbd
Drake,1959,0,4,0,cfbd
Drake,1960,0,4,0,cfbd
Drake,1961,0,3,0,cfbd
Drake,1962,1,1,0,cfbd
Drake,1963,0,1,0,cfbd
Drake,1964,1,1,0,cfbd
Drake,1965,0,3,0,cfbd
Drake,1966,2,1,0,cfbd
Drake,1967,0,3,0,cfbd
Drake,1968,2,0,0,cfbd
Drake,1969,1,0,1,cfbd
Drake,1970,0,2,0,cfbd
Drake,1971,7,4,0,cfbd
Drake,1972,7,5,0,cfbd
Drake,1973,2,9,0,cfbd
Drake,1974,3,7,1,cfbd
Drake,1975,3,8,0,cfbd
Drake,1976,1,10,0,cfbd
Drake,1977,2,9,0,cfbd
Drake,1978,4,7,0,cfbd
Drake,1979,3,8,0,cfbd
Drake,1980,8,3,0,cfbd
Drake,1981,10,1,0,cfbd
Drake,1982,4,7,0,cfbd
Drake,1983,1,10,0,cfbd
Drake,1984,4,7,0,cfbd
Drake,1985,4,7,0,cfbd
Drake,1987,0,0,0,cfbd
Drake,1988,0,0,0,cfbd
Drake,1989,0,0,0,cfbd
Drake,1990,0,0,0,cfbd
Drake,1991,0,0,0,cfbd
Drake,1992,0,0,0,cfbd
Drake,1993,0,0,0,cfbd
Drake,1994,0,0,0,cfbd
Drake,1995,0,0,0,cfbd
Drake,1996,0,0,0,cfbd
Drake,1997,0,0,0,cfbd
Drake,1998,0,0,0,cfbd
Drake,1999,0,0,0,cfbd
Drake,2000,0,0,0,cfbd
Drake,2001,0,0,0,cfbd
Drake,2002,0,0,0,cfbd
Drake,2003,1,1,0,cfbd
Drake,2004,0,1,0,cfbd
Drake,2005,6,4,0,cfbd
Drake,2006,9,2,0,cfbd
Drake,2007,6,5,0,cfbd
Drake,2008,6,5,0,cfbd
Drake,2009,7,3,0,cfbd
Drake,2010,7,4,0,cfbd
Drake,2011,9,2,0,cfbd
Drake,2012,8,3,0,cfbd
Drake,2013,6,5,0,cfbd
Drake,2014,6,4,0,cfbd
Drake,2015,5,6,0,cfbd
Drake,2016,7,4,0,cfbd
Drake,2017,7,4,0,cfbd
Drake,2018,7,4,0,cfbd
Drake,2019,6,5,0,cfbd
Drake,2020,2,3,0,cfbd
Drake,2021,2,9,0,cfbd
Drake,2022,3,8,0,cfbd
Drake,2023,8,4,0,cfbd
Drake,2024,8,3,1,cfbd
Drake,2025,8,4,0,cfbd
Drake,2026,0,1,0,cfbd
Dubuque,2014,0,0,0,cfbd
Dubuque,2015,0,0,0,cfbd
Dubuque,2016,0,0,0,cfbd
Dubuque,2017,0,0,0,cfbd
Dubuque,2018,0,0,0,cfbd
Dubuque,2019,0,0,0,cfbd
Dubuque,2020,1,0,0,cfbd
Dubuque,2021,0,0,0,cfbd
Dubuque,2022,6,4,0,cfbd
Dubuque,2023,5,5,0,cfbd
Dubuque,2024,5,5,0,cfbd
Dubuque,2025,4,6,0,cfbd
Dubuque,2026,0,0,0,cfbd
Duke,1935,54,78,8,manual
Duke,1936,9,1,0,cfbd
Duke,1937,7,2,1,cfbd
Duke,1938,9,1,0,cfbd
Duke,1939,8,1,0,cfbd
Duke,1940,7,2,0,cfbd
Duke,1941,9,1,0,cfbd
Duke,1942,5,4,1,cfbd
Duke,1943,8,1,0,cfbd
Duke,1944,6,4,0,cfbd
Duke,1945,6,2,0,cfbd
Duke,1946,4,5,0,cfbd
Duke,1947,4,3,2,cfbd
Duke,1948,4,3,2,cfbd
Duke,1949,6,3,0,cfbd
Duke,1950,7,3,0,cfbd
Duke,1951,5,4,1,cfbd
Duke,1952,8,2,0,cfbd
Duke,1953,7,2,1,cfbd
Duke,1954,8,2,1,cfbd
Duke,1955,7,2,1,cfbd
Duke,1956,5,4,1,cfbd
Duke,1957,6,3,2,cfbd
Duke,1958,5,5,0,cfbd
Duke,1959,4,6,0,cfbd
Duke,1960,8,3,0,cfbd
Duke,1961,7,3,0,cfbd
Duke,1962,8,2,0,cfbd
Duke,1963,5,4,1,cfbd
Duke,1964,4,5,1,cfbd
Duke,1965,6,4,0,cfbd
Duke,1966,5,5,0,cfbd
Duke,1967,4,6,0,cfbd
Duke,1968,4,6,0,cfbd
Duke,1969,3,6,1,cfbd
Duke,1970,6,5,0,cfbd
Duke,1971,6,5,0,cfbd
Duke,1972,5,6,0,cfbd
Duke,1973,2,8,1,cfbd
Duke,1974,6,5,0,cfbd
Duke,1975,4,5,2,cfbd
Duke,1976,5,5,1,cfbd
Duke,1977,5,6,0,cfbd
Duke,1978,4,7,0,cfbd
Duke,1979,2,8,1,cfbd
Duke,1980,2,9,0,cfbd
Duke,1981,6,5,0,cfbd
Duke,1982,6,5,0,cfbd
Duke,1983,3,8,0,cfbd
Duke,1984,2,9,0,cfbd
Duke,1985,4,7,0,cfbd
Duke,1986,4,7,0,cfbd
Duke,1987,5,6,0,cfbd
Duke,1988,7,3,1,cfbd
Duke,1989,8,4,0,cfbd
Duke,1990,4,7,0,cfbd
Duke,1991,4,6,1,cfbd
Duke,1992,2,9,0,cfbd
Duke,1993,3,8,0,cfbd
Duke,1994,8,4,0,cfbd
Duke,1995,3,8,0,cfbd
Duke,1996,0,11,0,cfbd
Duke,1997,2,9,0,cfbd
Duke,1998,4,7,0,cfbd
Duke,1999,3,8,0,cfbd
Duke,2000,0,11,0,cfbd
Duke,2001,0,11,0,cfbd
Duke,2002,2,10,0,cfbd
Duke,2003,4,8,0,cfbd
Duke,2004,2,9,0,cfbd
Duke,2005,1,10,0,cfbd
Duke,2006,0,12,0,cfbd
Duke,2007,1,11,0,cfbd
Duke,2008,4,8,0,cfbd
Duke,2009,5,7,0,cfbd
Duke,2010,3,9,0,cfbd
Duke,2011,3,9,0,cfbd
Duke,2012,6,7,0,cfbd
Duke,2013,10,4,0,cfbd
Duke,2014,9,4,0,cfbd
Duke,2015,8,5,0,cfbd
Duke,2016,4,8,0,cfbd
Duke,2017,7,6,0,cfbd
Duke,2018,8,5,0,cfbd
Duke,2019,5,7,0,cfbd
Duke,2020,2,9,0,cfbd
Duke,2021,3,9,0,cfbd
Duke,2022,9,4,0,cfbd
Duke,2023,8,5,0,cfbd
Duke,2024,9,4,0,cfbd
Duke,2025,9,5,0,cfbd
Duke,2026,0,0,0,cfbd
Duquesne,1936,8,2,0,cfbd
Duquesne,1937,6,4,0,cfbd
Duquesne,1938,4,6,0,cfbd
Duquesne,1939,8,0,1,cfbd
Duquesne,1940,7,1,0,cfbd
Duquesne,1941,8,0,0,cfbd
Duquesne,1942,6,3,1,cfbd
Duquesne,1947,2,8,0,cfbd
Duquesne,1948,2,7,0,cfbd
Duquesne,1949,3,6,0,cfbd
Duquesne,1950,2,6,1,cfbd
Duquesne,1979,0,0,0,cfbd
Duquesne,1980,0,0,0,cfbd
Duquesne,1981,0,0,0,cfbd
Duquesne,1982,0,0,0,cfbd
Duquesne,1983,0,0,0,cfbd
Duquesne,1984,0,0,0,cfbd
Duquesne,1985,0,0,0,cfbd
Duquesne,1986,0,0,0,cfbd
Duquesne,1987,0,0,0,cfbd
Duquesne,1988,0,0,0,cfbd
Duquesne,1989,0,0,0,cfbd
Duquesne,1990,0,0,0,cfbd
Duquesne,1991,0,0,0,cfbd
Duquesne,1992,0,0,0,cfbd
Duquesne,1993,0,0,0,cfbd
Duquesne,1994,0,0,0,cfbd
Duquesne,1995,0,0,0,cfbd
Duquesne,1996,0,0,0,cfbd
Duquesne,1997,0,0,0,cfbd
Duquesne,1998,0,0,0,cfbd
Duquesne,1999,0,0,0,cfbd
Duquesne,2000,0,0,0,cfbd
Duquesne,2001,0,0,0,cfbd
Duquesne,2002,0,0,0,cfbd
Duquesne,2003,8,3,0,cfbd
Duquesne,2004,7,3,0,cfbd
Duquesne,2005,7,3,0,cfbd
Duquesne,2006,5,3,0,cfbd
Duquesne,2007,6,4,0,cfbd
Duquesne,2008,3,7,0,cfbd
Duquesne,2009,3,8,0,cfbd
Duquesne,2010,7,4,0,cfbd
Duquesne,2011,9,2,0,cfbd
Duquesne,2012,5,5,0,cfbd
Duquesne,2013,6,3,0,cfbd
Duquesne,2014,6,6,0,cfbd
Duquesne,2015,8,4,0,cfbd
Duquesne,2016,8,3,0,cfbd
Duquesne,2017,7,4,0,cfbd
Duquesne,2018,9,4,0,cfbd
Duquesne,2019,6,5,0,cfbd
Duquesne,2020,4,0,0,cfbd
Duquesne,2021,7,3,0,cfbd
Duquesne,2022,4,7,0,cfbd
Duquesne,2023,7,5,0,cfbd
Duquesne,2024,8,3,0,cfbd
Duquesne,2025,7,5,0,cfbd
Duquesne,2026,0,0,0,cfbd
Earlham,2014,0,0,0,cfbd
Earlham,2015,0,0,0,cfbd
Earlham,2016,0,0,0,cfbd
Earlham,2017,0,0,0,cfbd
Earlham,2018,0,0,0,cfbd
East Carolina,1936,0,0,0,cfbd
East Carolina,1937,0,0,0,cfbd
East Carolina,1938,0,0,0,cfbd
East Carolina,1939,0,0,0,cfbd
East Carolina,1940,0,0,0,cfbd
East Carolina,1941,0,0,0,cfbd
East Carolina,1946,0,0,0,cfbd
East Carolina,1947,0,0,0,cfbd
East Carolina,1948,0,0,0,cfbd
East Carolina,1949,0,0,0,cfbd
East Carolina,1950,0,0,0,cfbd
East Carolina,1951,0,1,0,cfbd
East Carolina,1952,0,0,0,cfbd
East Carolina,1953,0,0,0,cfbd
East Carolina,1954,0,0,0,cfbd
East Carolina,1955,0,0,0,cfbd
East Carolina,1956,0,2,0,cfbd
East Carolina,1957,0,2,0,cfbd
East Carolina,1958,0,0,0,cfbd
East Carolina,1959,0,0,0,cfbd
East Carolina,1960,1,0,0,cfbd
East Carolina,1961,0,1,0,cfbd
East Carolina,1962,0,1,0,cfbd
East Carolina,1963,2,1,0,cfbd
East Carolina,1964,3,1,0,cfbd
East Carolina,1965,9,1,0,cfbd
East Carolina,1966,4,5,1,cfbd
East Carolina,1967,8,2,0,cfbd
East Carolina,1968,4,6,0,cfbd
East Carolina,1969,2,7,0,cfbd
East Carolina,1970,3,8,0,cfbd
East Carolina,1971,4,6,0,cfbd
East Carolina,1972,9,2,0,cfbd
East Carolina,1973,9,2,0,cfbd
East Carolina,1974,7,4,0,cfbd
East Carolina,1975,8,3,0,cfbd
East Carolina,1976,9,2,0,cfbd
East Carolina,1977,8,3,0,cfbd
East Carolina,1978,9,3,0,cfbd
East Carolina,1979,7,3,1,cfbd
East Carolina,1980,4,7,0,cfbd
East Carolina,1981,5,6,0,cfbd
East Carolina,1982,7,4,0,cfbd
East Carolina,1983,8,3,0,cfbd
East Carolina,1984,2,9,0,cfbd
East Carolina,1985,2,9,0,cfbd
East Carolina,1986,2,9,0,cfbd
East Carolina,1987,5,6,0,cfbd
East Carolina,1988,3,8,0,cfbd
East Carolina,1989,5,5,1,cfbd
East Carolina,1990,5,6,0,cfbd
East Carolina,1991,11,1,0,cfbd
East Carolina,1992,5,6,0,cfbd
East Carolina,1993,2,9,0,cfbd
East Carolina,1994,7,5,0,cfbd
East Carolina,1995,9,3,0,cfbd
East Carolina,1996,8,3,0,cfbd
East Carolina,1997,5,6,0,cfbd
East Carolina,1998,6,5,0,cfbd
East Carolina,1999,9,3,0,cfbd
East Carolina,2000,8,4,0,cfbd
East Carolina,2001,6,6,0,cfbd
East Carolina,2002,4,8,0,cfbd
East Carolina,2003,1,11,0,cfbd
East Carolina,2004,2,9,0,cfbd
East Carolina,2005,5,6,0,cfbd
East Carolina,2006,7,6,0,cfbd
East Carolina,2007,8,5,0,cfbd
East Carolina,2008,9,5,0,cfbd
East Carolina,2009,9,5,0,cfbd
East Carolina,2010,6,7,0,cfbd
East Carolina,2011,5,7,0,cfbd
East Carolina,2012,8,5,0,cfbd
East Carolina,2013,10,3,0,cfbd
East Carolina,2014,8,5,0,cfbd
East Carolina,2015,5,7,0,cfbd
East Carolina,2016,3,9,0,cfbd
East Carolina,2017,3,9,0,cfbd
East Carolina,2018,3,9,0,cfbd
East Carolina,2019,4,8,0,cfbd
East Carolina,2020,3,6,0,cfbd
East Carolina,2021,7,5,0,cfbd
East Carolina,2022,8,5,0,cfbd
East Carolina,2023,2,10,0,cfbd
East Carolina,2024,8,5,0,cfbd
East Carolina,2025,9,4,0,cfbd
East Carolina,2026,0,0,0,cfbd
East Central,2014,0,0,0,cfbd
East Central,2015,0,0,0,cfbd
East Central,2016,0,0,0,cfbd
East Central,2017,0,0,0,cfbd
East Central,2018,0,0,0,cfbd
East Central,2019,0,0,0,cfbd
East Central,2020,1,0,0,cfbd
East Central,2021,7,4,0,cfbd
East Central,2022,8,3,0,cfbd
East Central,2023,3,8,0,cfbd
East Central,2024,5,6,0,cfbd
East Central,2025,6,5,0,cfbd
East Central,2026,0,0,0,cfbd
East Stroudsburg,2014,0,0,0,cfbd
East Stroudsburg,2015,0,0,0,cfbd
East Stroudsburg,2016,0,0,0,cfbd
East Stroudsburg,2017,0,0,0,cfbd
East Stroudsburg,2018,0,0,0,cfbd
East Stroudsburg,2019,1,0,0,cfbd
East Stroudsburg,2020,0,0,0,cfbd
East Stroudsburg,2021,5,6,0,cfbd
East Stroudsburg,2022,4,7,0,cfbd
East Stroudsburg,2023,9,3,0,cfbd
East Stroudsburg,2024,10,2,0,cfbd
East Stroudsburg,2025,8,3,0,cfbd
East Stroudsburg,2026,0,0,0,cfbd
East Tennessee State,1936,0,0,0,cfbd
East Tennessee State,1937,0,0,0,cfbd
East Tennessee State,1938,0,0,0,cfbd
East Tennessee State,1939,0,0,0,cfbd
East Tennessee State,1940,0,0,0,cfbd
East Tennessee State,1941,0,0,0,cfbd
East Tennessee State,1946,0,0,0,cfbd
East Tennessee State,1947,0,0,0,cfbd
East Tennessee State,1948,0,0,0,cfbd
East Tennessee State,1949,0,0,0,cfbd
East Tennessee State,1950,0,0,0,cfbd
East Tennessee State,1951,0,0,0,cfbd
East Tennessee State,1957,0,1,0,cfbd
East Tennessee State,1958,0,0,0,cfbd
East Tennessee State,1959,0,0,0,cfbd
East Tennessee State,1960,0,0,0,cfbd
East Tennessee State,1961,0,0,0,cfbd
East Tennessee State,1962,0,0,0,cfbd
East Tennessee State,1963,0,0,0,cfbd
East Tennessee State,1964,0,0,0,cfbd
East Tennessee State,1965,0,0,0,cfbd
East Tennessee State,1966,0,1,0,cfbd
East Tennessee State,1967,0,0,0,cfbd
East Tennessee State,1968,1,0,0,cfbd
East Tennessee State,1969,1,0,0,cfbd
East Tennessee State,1970,1,0,0,cfbd
East Tennessee State,1971,0,1,0,cfbd
East Tennessee State,1972,1,1,0,cfbd
East Tennessee State,1973,1,2,0,cfbd
East Tennessee State,1974,1,2,0,cfbd
East Tennessee State,1975,0,3,0,cfbd
East Tennessee State,1976,0,2,0,cfbd
East Tennessee State,1977,1,2,0,cfbd
East Tennessee State,1978,2,1,0,cfbd
East Tennessee State,1979,7,4,0,cfbd
East Tennessee State,1980,2,9,0,cfbd
East Tennessee State,1981,6,5,0,cfbd
East Tennessee State,1982,0,1,0,cfbd
East Tennessee State,1983,0,1,0,cfbd
East Tennessee State,1984,0,1,0,cfbd
East Tennessee State,1985,0,1,0,cfbd
East Tennessee State,1986,0,1,0,cfbd
East Tennessee State,1987,1,0,0,cfbd
East Tennessee State,1988,0,1,0,cfbd
East Tennessee State,1989,0,0,0,cfbd
East Tennessee State,1990,0,0,0,cfbd
East Tennessee State,1991,0,1,0,cfbd
East Tennessee State,1992,0,1,0,cfbd
East Tennessee State,1993,0,1,0,cfbd
East Tennessee State,1994,0,1,0,cfbd
East Tennessee State,1995,0,2,0,cfbd
East Tennessee State,1996,0,1,0,cfbd
East Tennessee State,1997,0,0,0,cfbd
East Tennessee State,1998,0,2,0,cfbd
East Tennessee State,1999,0,1,0,cfbd
East Tennessee State,2000,0,1,0,cfbd
East Tennessee State,2001,0,1,0,cfbd
East Tennessee State,2002,0,1,0,cfbd
East Tennessee State,2003,5,7,0,cfbd
East Tennessee State,2015,2,9,0,cfbd
East Tennessee State,2016,5,6,0,cfbd
East Tennessee State,2017,4,7,0,cfbd
East Tennessee State,2018,8,4,0,cfbd
East Tennessee State,2019,3,9,0,cfbd
East Tennessee State,2020,4,2,0,cfbd
East Tennessee State,2021,11,2,0,cfbd
East Tennessee State,2022,3,8,0,cfbd
East Tennessee State,2023,3,8,0,cfbd
East Tennessee State,2024,7,5,0,cfbd
East Tennessee State,2025,7,5,0,cfbd
East Tennessee State,2026,0,0,0,cfbd
East Texas A&M,1982,0,0,0,cfbd
East Texas A&M,1983,0,0,0,cfbd
East Texas A&M,1984,0,0,0,cfbd
East Texas A&M,1985,0,0,0,cfbd
East Texas A&M,1986,0,0,0,cfbd
East Texas A&M,1987,0,0,0,cfbd
East Texas A&M,1988,0,0,0,cfbd
East Texas A&M,1989,0,0,0,cfbd
East Texas A&M,1990,0,0,0,cfbd
East Texas A&M,1991,0,0,0,cfbd
East Texas A&M,1992,0,0,0,cfbd
East Texas A&M,1993,0,0,0,cfbd
East Texas A&M,1994,0,0,0,cfbd
East Texas A&M,1995,0,0,0,cfbd
East Texas A&M,1996,0,0,0,cfbd
East Texas A&M,1997,0,0,0,cfbd
East Texas A&M,1998,0,0,0,cfbd
East Texas A&M,1999,0,0,0,cfbd
East Texas A&M,2000,0,0,0,cfbd
East Texas A&M,2001,0,0,0,cfbd
East Texas A&M,2002,0,0,0,cfbd
East Texas A&M,2003,0,0,0,cfbd
East Texas A&M,2004,0,0,0,cfbd
East Texas A&M,2005,0,0,0,cfbd
East Texas A&M,2006,0,0,0,cfbd
East Texas A&M,2007,0,0,0,cfbd
East Texas A&M,2008,0,1,0,cfbd
East Texas A&M,2009,0,1,0,cfbd
East Texas A&M,2010,0,0,0,cfbd
East Texas A&M,2011,0,0,0,cfbd
East Texas A&M,2012,0,1,0,cfbd
East Texas A&M,2013,1,0,0,cfbd
East Texas A&M,2014,0,0,0,cfbd
East Texas A&M,2015,0,1,0,cfbd
East Texas A&M,2016,0,0,0,cfbd
East Texas A&M,2017,1,0,0,cfbd
East Texas A&M,2018,0,0,0,cfbd
East Texas A&M,2019,0,0,0,cfbd
East Texas A&M,2021,7,4,0,cfbd
East Texas A&M,2022,5,6,0,cfbd
East Texas A&M,2023,2,9,0,cfbd
East Texas A&M,2024,3,9,0,cfbd
East Texas A&M,2025,3,9,0,cfbd
East Texas A&M,2026,0,0,0,cfbd
East Texas Baptist,2014,0,0,0,cfbd
East Texas Baptist,2015,0,0,0,cfbd
East Texas Baptist,2016,0,0,0,cfbd
East Texas Baptist,2017,0,0,0,cfbd
East Texas Baptist,2018,0,0,0,cfbd
East Texas Baptist,2019,0,0,0,cfbd
East Texas Baptist,2020,3,2,0,cfbd
East Texas Baptist,2021,0,0,0,cfbd
East Texas Baptist,2022,5,5,0,cfbd
East Texas Baptist,2023,5,5,0,cfbd
East Texas Baptist,2024,5,4,0,cfbd
East Texas Baptist,2025,4,6,0,cfbd
East Texas Baptist,2026,0,0,0,cfbd
Eastern,2023,2,8,0,cfbd
Eastern,2024,5,5,0,cfbd
Eastern,2025,10,2,0,cfbd
Eastern,2026,0,0,0,cfbd
Eastern Illinois,1936,0,0,0,cfbd
Eastern Illinois,1937,0,0,0,cfbd
Eastern Illinois,1938,0,0,0,cfbd
Eastern Illinois,1939,0,0,0,cfbd
Eastern Illinois,1940,0,0,0,cfbd
Eastern Illinois,1941,0,0,0,cfbd
Eastern Illinois,1942,0,0,0,cfbd
Eastern Illinois,1944,0,0,0,cfbd
Eastern Illinois,1945,0,0,0,cfbd
Eastern Illinois,1946,0,0,0,cfbd
Eastern Illinois,1947,0,0,0,cfbd
Eastern Illinois,1948,0,0,0,cfbd
Eastern Illinois,1949,0,0,0,cfbd
Eastern Illinois,1950,0,0,0,cfbd
Eastern Illinois,1951,0,0,0,cfbd
Eastern Illinois,1952,0,0,0,cfbd
Eastern Illinois,1953,0,0,0,cfbd
Eastern Illinois,1954,0,0,0,cfbd
Eastern Illinois,1955,0,0,0,cfbd
Eastern Illinois,1956,0,0,0,cfbd
Eastern Illinois,1957,0,0,0,cfbd
Eastern Illinois,1958,0,0,0,cfbd
Eastern Illinois,1959,0,0,0,cfbd
Eastern Illinois,1960,0,0,0,cfbd
Eastern Illinois,1961,0,0,0,cfbd
Eastern Illinois,1962,0,0,0,cfbd
Eastern Illinois,1963,0,0,0,cfbd
Eastern Illinois,1964,0,0,0,cfbd
Eastern Illinois,1965,0,0,0,cfbd
Eastern Illinois,1966,0,0,0,cfbd
Eastern Illinois,1967,0,0,0,cfbd
Eastern Illinois,1968,0,0,0,cfbd
Eastern Illinois,1969,0,0,0,cfbd
Eastern Illinois,1970,0,0,0,cfbd
Eastern Illinois,1971,0,0,0,cfbd
Eastern Illinois,1972,0,0,0,cfbd
Eastern Illinois,1973,0,0,0,cfbd
Eastern Illinois,1974,0,0,0,cfbd
Eastern Illinois,1975,0,1,0,cfbd
Eastern Illinois,1976,0,1,0,cfbd
Eastern Illinois,1977,0,1,0,cfbd
Eastern Illinois,1978,1,0,0,cfbd
Eastern Illinois,1979,2,0,0,cfbd
Eastern Illinois,1980,1,2,0,cfbd
Eastern Illinois,1981,0,2,0,cfbd
Eastern Illinois,1982,3,0,0,cfbd
Eastern Illinois,1983,1,3,0,cfbd
Eastern Illinois,1984,0,4,0,cfbd
Eastern Illinois,1985,2,2,0,cfbd
Eastern Illinois,1986,0,0,0,cfbd
Eastern Illinois,1987,0,2,0,cfbd
Eastern Illinois,1988,0,0,0,cfbd
Eastern Illinois,1989,1,0,0,cfbd
Eastern Illinois,1990,0,1,0,cfbd
Eastern Illinois,1991,0,1,0,cfbd
Eastern Illinois,1992,0,0,0,cfbd
Eastern Illinois,1993,0,1,0,cfbd
Eastern Illinois,1994,0,2,0,cfbd
Eastern Illinois,1995,0,0,0,cfbd
Eastern Illinois,1996,1,0,0,cfbd
Eastern Illinois,1997,0,0,0,cfbd
Eastern Illinois,1998,1,1,0,cfbd
Eastern Illinois,1999,0,3,0,cfbd
Eastern Illinois,2000,0,1,0,cfbd
Eastern Illinois,2001,0,1,0,cfbd
Eastern Illinois,2002,0,2,0,cfbd
Eastern Illinois,2003,4,8,0,cfbd
Eastern Illinois,2004,5,6,0,cfbd
Eastern Illinois,2005,9,3,0,cfbd
Eastern Illinois,2006,8,5,0,cfbd
Eastern Illinois,2007,7,4,0,cfbd
Eastern Illinois,2008,5,7,0,cfbd
Eastern Illinois,2009,5,4,0,cfbd
Eastern Illinois,2010,2,9,0,cfbd
Eastern Illinois,2011,2,9,0,cfbd
Eastern Illinois,2012,7,5,0,cfbd
